destination_id,name,category,province,lat,lon,hidden_gem,avg_rating,popularity_rank,seasonal_availability,carbon_footprint_index,wildlife_disturbance_risk,plastic_pollution_risk,community_benefit_score,carrying_capacity_adherence,eco_score
DEST_0059,Puttalam Ancient National Park,Wildlife,North Western Province,7.590868,80.382239,False,4.5,94,Year-Round,17,30,77,39,True,66.0
DEST_0060,Habarana Sands,Beach,North Central Province,8.211615,80.119627,False,3.9,235,Year-Round,53,18,22,84,True,76.7
DEST_0061,Ratnapura Secret Gap,Nature & Viewpoint,Sabaragamuwa Province,6.787842,80.409958,True,4.8,262,Year-Round,16,3,24,40,True,79.8
DEST_0062,Negombo Central Temple,Heritage & Culture,Western Province,7.075261,80.114655,False,4.9,59,Year-Round,29,1,13,65,True,83.6
DEST_0063,Mount Lavinia Secret Temple,Heritage & Culture,Western Province,7.232839,80.176232,False,4.2,177,Year-Round,45,4,23,48,False,64.1
DEST_0064,Negombo Beach,Beach,Western Province,6.804542,79.902915,True,4.7,215,Year-Round,40,11,49,71,True,74.7
DEST_0065,Mullaitivu Cascade,Waterfall,Northern Province,8.703639,80.044078,False,4.4,249,Year-Round,16,16,72,50,True,72.0
DEST_0066,Batticaloa Ella,Waterfall,Eastern Province,8.283076,81.663424,False,4.4,274,Year-Round,51,11,20,40,True,70.0
DEST_0067,Tangalle Cascade,Waterfall,Southern Province,6.283332,80.921885,False,3.9,36,Year-Round,15,2,30,82,True,87.8
DEST_0068,Kitulgala Ella,Waterfall,Sabaragamuwa Province,6.327145,80.596478,False,4.9,210,Year-Round,47,3,64,47,True,67.5
DEST_0069,Jaffna Falls,Waterfall,Northern Province,9.040399,80.307665,False,4.3,116,Year-Round,8,5,79,65,False,68.2
DEST_0070,Arugam Bay Royal Viharaya,Heritage & Culture,Eastern Province,8.424579,81.608954,False,4.2,126,Year-Round,36,12,18,77,False,71.3
DEST_0071,Matale Grand Stupa,Heritage & Culture,Central Province,6.90239,80.742901,False,4.7,119,Year-Round,30,19,47,82,True,78.1
DEST_0072,Arugam Bay Grand Sanctuary,Nature & Viewpoint,Eastern Province,7.365247,81.460683,True,3.9,148,Year-Round,30,8,16,53,True,79.1
DEST_0073,Batticaloa Falls,Waterfall,Eastern Province,8.600846,81.313292,False,3.8,127,Year-Round,39,3,70,85,True,76.2
DEST_0074,Haputale Hidden Ruins,Heritage & Culture,Uva Province,6.945524,80.987174,False,4.1,213,Year-Round,27,17,47,45,True,71.8
DEST_0075,Vavuniya Royal National Park,Wildlife,Northern Province,9.170544,80.31737,False,4.9,279,Year-Round,19,11,42,77,True,82.2
DEST_0076,Kurunegala Hidden Stupa,Heritage & Culture,North Western Province,7.704581,79.861184,False,4.4,48,Year-Round,55,10,12,55,True,73.5
DEST_0077,Ella Beach,Beach,Central Province,7.293677,80.696428,False,4.2,109,Year-Round,44,11,36,30,False,57.4
DEST_0078,Negombo Bay,Beach,Western Province,6.809289,79.89764,False,4.8,122,Year-Round,32,17,36,71,True,77.4
DEST_0079,Nuwara Eliya Ella,Waterfall,Central Province,7.402617,80.618328,False,4.8,210,Year-Round,45,5,54,89,True,77.5
DEST_0080,Kegalle Central Safari,Wildlife,Sabaragamuwa Province,6.847964,80.487454,False,4.1,299,Year-Round,45,25,13,78,True,77.4
DEST_0081,Hikkaduwa Sands,Beach,Southern Province,6.155473,80.177678,True,3.9,136,Nov-April,35,11,65,35,True,66.3
DEST_0082,Kegalle Cascade,Waterfall,Sabaragamuwa Province,6.779392,80.420838,True,4.5,87,Year-Round,55,4,56,64,False,59.9
DEST_0083,Arugam Bay Central Safari,Wildlife,Eastern Province,8.498653,81.140993,False,4.1,51,Year-Round,38,30,21,71,True,75.6
DEST_0084,Mullaitivu Secret Gap,Nature & Viewpoint,Northern Province,8.870462,79.933413,True,4.1,73,Year-Round,7,0,51,79,True,86.4
DEST_0085,Mirissa Ancient Kovil,Heritage & Culture,Southern Province,6.163508,80.719886,False,4.8,152,Year-Round,54,15,49,88,True,73.8
DEST_0086,Bandarawela Secret Safari,Wildlife,Uva Province,6.768531,81.35227,False,4.1,227,Year-Round,17,34,52,65,True,74.2
DEST_0087,Bandarawela Ancient Viharaya,Heritage & Culture,Uva Province,6.846077,81.334325,False,4.6,169,Year-Round,58,7,45,57,True,68.8
DEST_0088,Mount Lavinia Secret Sanctuary,Nature & Viewpoint,Western Province,6.985723,80.173263,False,4.6,234,Year-Round,31,9,11,33,True,75.4
DEST_0089,Matara Hidden Stupa,Heritage & Culture,Southern Province,6.24061,80.207035,False,4.0,79,Year-Round,38,20,78,55,False,55.8
DEST_0090,Puttalam Secret Fortress,Heritage & Culture,North Western Province,7.555033,80.37392,True,4.8,106,Year-Round,53,20,48,90,True,73.5
DEST_0091,Matale Royal National Park,Wildlife,Central Province,6.865387,80.67676,True,4.8,30,Year-Round,47,39,41,47,True,63.7
DEST_0092,Ella Cove,Beach,Central Province,6.91448,80.643838,False,3.9,159,Year-Round,17,3,42,68,False,72.5
DEST_0093,Batticaloa Ancient Peak,Nature & Viewpoint,Eastern Province,7.357208,81.56376,False,4.4,50,Year-Round,24,14,40,38,True,72.8
DEST_0094,Anuradhapura Central Gap,Nature & Viewpoint,North Central Province,7.908152,80.304326,True,4.6,245,Year-Round,15,0,69,87,True,83.3
DEST_0095,Kandy Royal Temple,Heritage & Culture,Central Province,6.991693,80.76676,True,4.2,250,Year-Round,24,2,28,89,False,77.2
DEST_0096,Negombo Secret Ruins,Heritage & Culture,Western Province,7.161049,79.863155,False,4.8,146,Year-Round,39,15,71,32,True,63.0
DEST_0097,Trincomalee Falls,Waterfall,Eastern Province,7.727266,81.269542,False,4.2,188,Year-Round,16,7,53,49,True,76.5
DEST_0098,Negombo Hidden Peak,Nature & Viewpoint,Western Province,7.149776,80.124366,True,4.3,89,Year-Round,51,1,46,43,True,68.8
DEST_0099,Arugam Bay Grand Temple,Heritage & Culture,Eastern Province,8.75579,81.755919,True,4.7,179,Year-Round,8,4,46,73,True,84.9
DEST_0100,Kegalle Hidden Bird Sanctuary,Wildlife,Sabaragamuwa Province,7.086743,80.548567,False,4.0,91,Year-Round,53,24,27,39,True,65.7
DEST_0101,Kalutara Grand Reserve,Wildlife,Western Province,6.845429,80.050907,True,4.1,183,Year-Round,27,19,49,48,True,71.7
DEST_0102,Kegalle Central Viharaya,Heritage & Culture,Sabaragamuwa Province,6.854358,80.329278,False,4.0,296,Year-Round,20,9,68,36,True,70.2
DEST_0103,Nilaveli Grand Estate,Nature & Viewpoint,Eastern Province,7.326858,81.598267,False,4.5,250,Year-Round,31,0,72,42,True,69.8
DEST_0104,Haputale Ella,Waterfall,Uva Province,7.049486,81.261003,False,3.9,165,Year-Round,24,16,59,65,False,64.9
DEST_0105,Arugam Bay Hidden Rock,Nature & Viewpoint,Eastern Province,7.779921,81.536367,True,4.6,28,Year-Round,24,5,25,44,True,78.0
DEST_0106,Kalutara Cascade,Waterfall,Western Province,6.722934,79.933535,False,4.0,108,Year-Round,9,5,64,37,False,64.5
DEST_0107,Trincomalee Beach,Beach,Eastern Province,7.225583,81.51318,False,4.9,31,May-Oct,27,6,15,32,True,76.2
DEST_0108,Vavuniya Cascade,Waterfall,Northern Province,9.772672,79.915166,True,4.4,287,Year-Round,19,10,72,59,True,74.2
DEST_0109,Jaffna Secret Peak,Nature & Viewpoint,Northern Province,9.303804,80.391854,True,3.8,66,Year-Round,16,3,23,31,True,78.2
DEST_0110,Hatton Secret Bird Sanctuary,Wildlife,Central Province,7.277373,80.625335,False,4.6,60,Year-Round,60,29,76,77,True,63.2
DEST_0111,Kegalle Ancient Peak,Nature & Viewpoint,Sabaragamuwa Province,6.917346,80.349769,False,4.3,118,Year-Round,37,17,43,67,True,74.3
DEST_0112,Monaragala Falls,Waterfall,Uva Province,6.922965,81.12089,True,4.0,221,Year-Round,56,19,64,37,True,60.0
DEST_0113,Tangalle Grand National Park,Wildlife,Southern Province,5.961757,80.289729,True,3.9,80,Year-Round,23,36,75,73,True,70.4
DEST_0114,Arugam Bay Grand Reserve,Wildlife,Eastern Province,7.386549,81.522318,False,4.5,103,Year-Round,43,14,31,34,True,68.6
DEST_0115,Bandarawela Ancient Bird Sanctuary,Wildlife,Uva Province,6.849255,81.135403,False,4.5,56,Year-Round,17,18,20,31,True,75.4
DEST_0116,Habarana Ella,Waterfall,North Central Province,8.101337,80.767011,True,4.8,144,Year-Round,27,7,66,62,True,74.3
DEST_0117,Nuwara Eliya Cascade,Waterfall,Central Province,7.008874,80.551758,False,4.3,261,Year-Round,50,16,35,74,True,73.8
DEST_0118,Polonnaruwa Hidden Sanctuary,Nature & Viewpoint,North Central Province,7.874044,80.095387,False,4.2,115,Year-Round,39,5,28,63,True,77.7
DEST_0119,Mirissa Central Rock,Nature & Viewpoint,Southern Province,6.302115,80.338162,False,4.5,116,Year-Round,13,0,35,49,False,71.3
DEST_0120,Galle Secret Sanctuary,Nature & Viewpoint,Southern Province,5.979175,80.871777,False,4.9,34,Year-Round,37,8,37,46,True,72.8
DEST_0121,Mullaitivu Ancient Sanctuary,Nature & Viewpoint,Northern Province,9.364841,80.154357,False,4.2,223,Year-Round,19,2,73,73,False,68.5
DEST_0122,Hikkaduwa Ancient National Park,Wildlife,Southern Province,6.137635,80.696163,False,4.6,232,Year-Round,38,3,42,44,True,72.4
DEST_0123,Monaragala Cascade,Waterfall,Uva Province,6.968717,81.196609,False,4.7,294,Year-Round,40,14,28,79,True,78.8
DEST_0124,Unawatuna Secret Sanctuary,Nature & Viewpoint,Southern Province,6.277117,80.875553,True,4.6,216,Year-Round,7,12,73,31,True,71.1
DEST_0125,Mullaitivu Ella,Waterfall,Northern Province,9.495249,79.872738,False,4.1,284,Year-Round,49,15,24,72,False,65.5
DEST_0126,Kalutara Bay,Beach,Western Province,6.669861,79.918476,False,4.4,95,Year-Round,25,6,75,51,True,71.5
DEST_0127,Kandy Ancient Stupa,Heritage & Culture,Central Province,7.277412,80.722009,False,4.3,250,Year-Round,39,19,76,58,True,66.7
DEST_0128,Tangalle Grand Safari,Wildlife,Southern Province,6.398017,80.338674,True,4.1,102,Year-Round,40,21,11,58,True,75.8
DEST_0129,Kandy Sands,Beach,Central Province,6.916753,80.711301,False,4.6,55,Year-Round,50,11,35,37,True,67.4
DEST_0130,Kegalle Grand Rock,Nature & Viewpoint,Sabaragamuwa Province,6.442067,80.218332,True,4.4,37,Year-Round,52,1,35,35,True,68.5
DEST_0131,Bandarawela Beach,Beach,Uva Province,6.99868,81.236129,False,4.2,124,Year-Round,29,6,62,79,True,78.0
DEST_0132,Mannar Ancient Ruins,Heritage & Culture,Northern Province,8.944345,79.835054,False,4.2,172,Year-Round,23,1,75,45,False,61.8
DEST_0133,Mullaitivu Falls,Waterfall,Northern Province,9.749097,80.372606,False,3.9,141,Year-Round,34,4,41,32,True,71.0
DEST_0134,Kalpitiya Ancient Gap,Nature & Viewpoint,North Western Province,7.973318,80.223783,True,4.8,260,Year-Round,45,3,37,75,True,77.6
DEST_0135,Mount Lavinia Ancient Safari,Wildlife,Western Province,6.571374,79.978137,False,4.3,154,Year-Round,47,0,23,37,True,72.2
DEST_0136,Nilaveli Falls,Waterfall,Eastern Province,8.559608,81.253758,False,4.0,207,Year-Round,5,0,41,71,True,86.8
DEST_0137,Ella Ancient Peak,Nature & Viewpoint,Central Province,6.957552,80.793911,False,4.2,187,Year-Round,33,0,58,63,True,75.7
DEST_0138,Kalpitiya Secret National Park,Wildlife,North Western Province,8.072935,80.309078,False,4.7,104,Year-Round,51,24,23,44,True,67.8
DEST_0139,Monaragala Secret Gap,Nature & Viewpoint,Uva Province,6.896148,81.451741,False,4.9,300,Year-Round,54,0,67,84,True,73.2
DEST_0140,Mount Lavinia Central Ruins,Heritage & Culture,Western Province,6.924712,80.092739,False,4.8,205,Year-Round,26,5,71,78,True,77.5
DEST_0141,Kalutara Secret Temple,Heritage & Culture,Western Province,7.108773,79.917605,False,4.7,93,Year-Round,37,19,42,56,True,71.8
DEST_0142,Mullaitivu Bay,Beach,Northern Province,9.281402,80.457328,True,4.4,157,Year-Round,5,19,18,62,True,84.7
DEST_0143,Polonnaruwa Hidden Peak,Nature & Viewpoint,North Central Province,7.950182,80.527626,False,3.8,260,Year-Round,58,1,54,54,False,58.0
DEST_0144,Kegalle Grand Estate,Nature & Viewpoint,Sabaragamuwa Province,7.096431,80.498678,False,4.4,132,Year-Round,58,2,31,38,False,58.1
DEST_0145,Anuradhapura Grand National Park,Wildlife,North Central Province,7.863656,80.213172,False,4.3,71,Year-Round,54,20,33,47,False,56.9
DEST_0146,Mullaitivu Cove,Beach,Northern Province,9.343507,80.288046,False,4.1,150,Year-Round,57,6,60,71,False,59.8
DEST_0147,Habarana Beach,Beach,North Central Province,8.142218,80.275191,True,4.6,182,Year-Round,41,5,35,71,True,77.7
DEST_0148,Mannar Hidden Bird Sanctuary,Wildlife,Northern Province,9.780162,80.360343,False,4.3,69,Year-Round,15,15,55,86,True,82.2
DEST_0149,Kurunegala Central Temple,Heritage & Culture,North Western Province,7.436145,79.878824,False,4.4,281,Year-Round,17,19,66,67,True,75.5
DEST_0150,Matara Royal Kovil,Heritage & Culture,Southern Province,6.39696,80.989664,False,4.6,216,Year-Round,9,4,17,41,True,82.6
DEST_0151,Kalpitiya Secret Reserve,Wildlife,North Western Province,7.860268,79.715552,False,4.6,91,Year-Round,14,10,40,85,False,75.5
DEST_0152,Kalutara Ella,Waterfall,Western Province,6.502761,80.057788,False,4.6,191,Year-Round,21,3,66,74,True,79.1
DEST_0153,Colombo Hidden Kovil,Heritage & Culture,Western Province,6.815912,80.073519,False,4.2,27,Year-Round,45,6,48,78,True,75.9
DEST_0154,Puttalam Secret Ruins,Heritage & Culture,North Western Province,7.834733,80.258603,True,4.0,255,Year-Round,36,11,56,84,False,67.2
DEST_0155,Tangalle Beach,Beach,Southern Province,6.001714,80.903914,False,4.7,273,Nov-April,49,13,71,65,False,57.5
DEST_0156,Kurunegala Sands,Beach,North Western Province,7.863774,79.821649,True,4.5,261,Year-Round,37,3,46,77,True,78.7
DEST_0157,Mannar Hidden National Park,Wildlife,Northern Province,8.923702,80.435434,False,4.6,237,Year-Round,9,20,41,86,True,84.8
DEST_0158,Vavuniya Grand Gap,Nature & Viewpoint,Northern Province,9.30291,79.914192,False,4.7,137,Year-Round,29,20,25,50,False,65.0
DEST_0159,Sigiriya Ella,Waterfall,North Central Province,7.929111,80.459092,False,4.6,239,Year-Round,52,13,70,67,True,67.3
DEST_0160,Polonnaruwa Secret Viewpoint,Nature & Viewpoint,North Central Province,8.029705,80.568095,True,4.2,145,Year-Round,53,10,35,39,True,67.3
DEST_0161,Kegalle Central Temple,Heritage & Culture,Sabaragamuwa Province,6.313043,80.217582,False,3.9,164,Year-Round,23,20,55,78,True,77.6
DEST_0162,Nilaveli Ella,Waterfall,Eastern Province,7.869393,81.223462,False,4.1,254,Year-Round,34,4,23,59,False,69.0
DEST_0163,Kalutara Royal Peak,Nature & Viewpoint,Western Province,6.55114,80.115708,True,4.4,157,Year-Round,43,3,21,34,False,62.3
DEST_0164,Ella Secret Bird Sanctuary,Wildlife,Central Province,7.141328,80.763638,True,4.0,89,Year-Round,46,12,74,60,True,67.0
DEST_0165,Kalutara Central Sanctuary,Nature & Viewpoint,Western Province,6.5334,80.109929,False,3.9,39,Year-Round,45,14,24,39,True,70.2
DEST_0166,Kitulgala Grand Safari,Wildlife,Sabaragamuwa Province,6.403313,80.365401,False,4.4,218,Year-Round,46,4,12,41,True,74.1
DEST_0167,Monaragala Royal Safari,Wildlife,Uva Province,6.90925,80.949977,True,4.9,161,Year-Round,23,9,41,81,True,82.5
DEST_0168,Haputale Ancient Stupa,Heritage & Culture,Uva Province,6.783449,81.484605,True,4.3,59,Year-Round,49,14,49,65,True,70.6
DEST_0169,Ratnapura Ancient Kovil,Heritage & Culture,Sabaragamuwa Province,6.955387,80.499209,False,4.3,132,Year-Round,58,19,22,35,True,65.4
DEST_0170,Batticaloa Royal Viewpoint,Nature & Viewpoint,Eastern Province,8.193938,81.685756,False,3.8,47,Year-Round,21,13,34,31,True,73.2
DEST_0171,Vavuniya Hidden Viharaya,Heritage & Culture,Northern Province,9.504011,80.203352,False,4.9,230,Year-Round,46,13,57,63,True,70.0
DEST_0172,Kalutara Ancient Stupa,Heritage & Culture,Western Province,7.041368,80.085606,False,4.6,190,Year-Round,12,17,47,87,True,84.0
DEST_0173,Unawatuna Hidden Peak,Nature & Viewpoint,Southern Province,6.016541,80.640236,False,3.8,124,Year-Round,29,14,10,62,True,80.8
DEST_0174,Kurunegala Bay,Beach,North Western Province,7.909894,79.807912,False,3.9,104,Year-Round,48,10,16,59,True,75.4
DEST_0175,Anuradhapura Hidden Reserve,Wildlife,North Central Province,8.226274,80.369545,False,4.1,148,Year-Round,46,19,75,75,True,68.5
DEST_0176,Monaragala Secret Estate,Nature & Viewpoint,Uva Province,6.847895,81.344424,True,4.7,97,Year-Round,10,17,36,42,True,77.1
DEST_0177,Nuwara Eliya Central National Park,Wildlife,Central Province,6.933624,80.789577,True,4.4,24,Year-Round,31,31,76,56,True,65.8
DEST_0178,Mannar Royal Ruins,Heritage & Culture,Northern Province,9.49736,80.404234,False,4.6,164,Year-Round,46,20,76,64,True,65.9
DEST_0179,Puttalam Hidden Temple,Heritage & Culture,North Western Province,8.019419,80.242742,False,4.2,24,Year-Round,44,13,10,34,False,61.7
DEST_0180,Jaffna Sands,Beach,Northern Province,8.877559,80.581028,True,3.9,213,Year-Round,44,15,34,78,True,76.5
DEST_0181,Mullaitivu Secret Rock,Nature & Viewpoint,Northern Province,9.543639,80.362331,False,3.9,50,Year-Round,28,5,14,78,True,85.5
DEST_0182,Jaffna Hidden Estate,Nature & Viewpoint,Northern Province,9.41759,79.961679,False,4.0,88,Year-Round,38,14,76,76,True,71.5
DEST_0183,Haputale Central National Park,Wildlife,Uva Province,6.724275,81.145944,False,4.8,288,Year-Round,47,20,31,40,True,67.6
DEST_0184,Vavuniya Secret Bird Sanctuary,Wildlife,Northern Province,9.614098,80.441629,False,4.2,95,Year-Round,32,12,37,71,False,68.2
DEST_0185,Haputale Central Estate,Nature & Viewpoint,Uva Province,6.934055,81.076206,False,4.1,39,Year-Round,9,10,11,89,True,91.9
DEST_0186,Galle Cascade,Waterfall,Southern Province,6.122682,80.301521,True,4.8,148,Year-Round,35,15,10,74,True,81.5
DEST_0187,Monaragala Ancient Estate,Nature & Viewpoint,Uva Province,6.734235,81.362914,False,3.9,215,Year-Round,12,19,24,61,True,81.8
DEST_0188,Trincomalee Cascade,Waterfall,Eastern Province,8.595731,81.599446,False,4.4,241,Year-Round,51,7,22,62,True,74.9
DEST_0189,Haputale Ancient Temple,Heritage & Culture,Uva Province,6.793352,81.299073,False,4.6,264,Year-Round,43,15,42,69,True,73.8
DEST_0190,Mount Lavinia Hidden Stupa,Heritage & Culture,Western Province,7.182508,80.028979,False,3.9,175,Year-Round,15,6,15,37,True,80.2
DEST_0191,Kitulgala Secret Viewpoint,Nature & Viewpoint,Sabaragamuwa Province,6.961629,80.504748,False,4.0,293,Year-Round,47,3,10,44,True,75.0
DEST_0192,Nuwara Eliya Sands,Beach,Central Province,7.068889,80.87172,False,4.5,219,Year-Round,29,8,67,57,False,62.5
DEST_0193,Habarana Central National Park,Wildlife,North Central Province,8.489723,80.544405,False,4.0,186,Year-Round,44,33,53,77,False,59.8
